str_no_string|NO STRING!
str_rhodok_rebellion_pretender_intro|I am Lord Kastor, the rightful King of the Rhodoks, who will free them from tyranny.
str_sarranid_rebellion_pretender_intro|I am Arwa, whom they call the Pearled One, Mother of the Sarranids and their rightful Queen.
str_swadian_rebellion_pretender_story_1|By rights I should be King of France, but the machinations of the French and the iniquities of the English have thus far kept me from what should be mine. From what will, inevitably, be mine. None in the land has better claim to the throne than I for I am born of the fleur de lys on both sides. My father was first cousin to Philip the Sixth of the House of Valois and my mother was the only daughter of Louis the Tenth of House Capet.
str_vaegir_rebellion_pretender_story_1|Long have the English wronged the people of Wales. Ever since the reign of Edward Longshanks, Hammer of the Scots, Wales has been under English rule and I am angry to see that no Welshman has done anything to stop the bastards. I still remember Edward's deception. A group of Welsh nobles asked him to name a Welshman Prince of Wales to ensure our loyalty. Longshanks said he would give us a Prince who spoke no English at all and he then presented us his infant son who was as Welsh as I am Italian.
str_khergit_rebellion_pretender_story_1|Sanjar Khan and I are brothers, sons of the old Janakir Khan, although of different mothers. Although I was the younger brother, all those who knew the old Khan will testify that throughout my father's life, I was his favorite, entrusted with the responsibilities of government. Sanjar busied himself with hunts and feasts to win the affection of the more dissolate of my father's commanders.
str_nord_rebellion_pretender_story_1|I am called the Far-Seeker because I have travelled great distances, even by the standards of the Nords, in search of knowledge. Before I came of age, my father sent me abroad on a tour of study at the courts and universities in the lands overseas. If the Nords are to call themselves the heirs of the Calradian empire, then they must act the part, and know something of law and letters, and not call themselves content merely to fight, plunder, and drink.
str_rhodok_rebellion_pretender_story_1|The Rhodoks are a free people, and not slaves to any hereditary monarch. The king must be chosen from one of the leading noble families of the land, by a council drawn by lot from the patricians of the cities of Jelkala, Veluca, and Yalen. The council meets on a field before Jelkala, and no man is allowed to appear in arms during their deliberations, on pain of death.
str_sarranid_rebellion_pretender_story_1|I was born in a faraway land, to a humble family, and made a slave when I was but a girl -- but there is no shame in that, for the mothers of many of our kings were slaves. The old Sultan, Ayzar, spotted me in the markets and was struck by my beauty. I entered his household, and there he also learned to respect my intelligence. As he grew older, he allowed me to govern in his stead. First I managed the affairs of the palace, and later those of the realm.
str_swadian_rebellion_pretender_story_2|My family, however, was wronged since before my birth. My mother was the grand-daughter of Philip the Fair, former king of France, and the daughter of Louis the Tenth, then-king of France. A daughter of kings born of a noble line yet she was wronged by her own uncle, the brother of her father. We now call this usurper Philip the Fifth, former king of France. In truth, however, we should be calling my mother not Joan of Navarre, but Joan queen of France.
str_vaegir_rebellion_pretender_story_2|Ever since I was young, I realized that there was no place for me in Britain. So I left for France and raised my own Free Company. I found that the French delight in using Welshmen, Irishmen and Scots against the English. They are also quite open minded when it comes to the independence of the peoples subjugated by the English. Thus far the Scots have their independence. Why shouldn't we Welsh have ours?
str_khergit_rebellion_pretender_story_2|According to Khergit custom, when a man dies his herds are split between all his sons, equally. So too it is with the khanate. When I heard of my father's death, I was away inspecting our borders, but I hurried home to Tulga, ready to give Sanjar his due and share the khanate with him. But when I arrived, I found that he rushed his supporters to the court, to have himself proclaimed as the sole khan.
str_nord_rebellion_pretender_story_2|My father died however before I completed my course of study, and as I hurried home to claim his throne my ship was wrecked by a storm. One of my father's thanes, Ragnar, seized this opportunity and spread rumors that I had died abroad. He summoned a gathering of his supporters to have himself proclaimed king, and has taken the past few years to consolidate his power.
str_rhodok_rebellion_pretender_story_2|During the last selection, there were but two candidates, myself, and Lord Graveth. While the council was deliberating, Graveth appeared, sword in hand, telling them that a Swadian raiding party was about to descend on the field of deliberation -- which was true, by the way -- and if he were not elected king, then he would leave them to their fate.
str_sarranid_rebellion_pretender_story_2|When Sultan Ayzar died, it seemed to the emirs of the realm only natural that I should succeed him as ruler, thus avoiding any danger of civil war. They insisted, however, that I should marry one of his generals, the Emir Baybak. The emirs then lined up to give us the oath of allegiance together -- to Baybak as Commander of the Armies, and to me as Mother of the Realm. For the brief time that we ruled, our realm prospered.
str_swadian_rebellion_pretender_story_3|Any man that says I should not be king of France by right is either a fool or one who would gain from the usurping of my power. The man who calls himself king of France now is one such man. He, however, is no king. His grandfather had no right to be king just as he has no right to be king. And the king of England has no such right either. I, however, do. And I shall pursue my birth-right to the last breath if need be.
str_vaegir_rebellion_pretender_story_3|I am the last descendant of Llywelyn the Great in the male line. I come from an unbroken line of nobles of Wales. The English may say that we Welsh are a savage people who need them to civilize us but I say differently. Wales should have its Prince. And the native people of Britain should have their own kingdom once more. The English are just invaders, sons of the Vikings and Normans who have ravaged our shores for centuries. The Britons need their king and I am a man worthy enough to be one.
str_khergit_rebellion_pretender_story_3|My brother thinks that Khergits will only respect strength: a leader who takes what he wants, when he wants it. But I think that he misreads the spirit of our people.--we admire a resolute leader, but even more we a just one, and we know that a man who does not respect his own brother's rights will not respect the rights of his followers.
str_nord_rebellion_pretender_story_3|So I remain in exile -- except now I am not looking for sages to tutor me in the wisdom of faraway lands, but warriors, to come with me back to the land of the Nords and regain my throne. If Ragnar doubts my ability to rule, then let him say so face to face, as we stare at each other over the rims of our shields. For a warrior can be a scholar, and a scholar a warrior, and to my mind, only one who combines the two is fit to be king!
str_rhodok_rebellion_pretender_story_3|Well, Graveth defeated the Swadians, and for that, as a Rhodok, I am grateful. When I am king, I will myself place the wreath of victory on his head. But after that I will have it separated from his shoulders, for by his actions he has shown himself a traitor to the Rhodok confederacy and its sacred custom.
str_sarranid_rebellion_pretender_story_3|But alas, Baybak himself was soon killed in a skirmish with the Khergits. Had I known of his death in time, I would have been able to prepare myself against any possibility of betrayal. But alas, my husband's treacherous nephew Hakim came riding with his men, still covered with the dust of the battlefield, and drove me from the palace at swordpoint and proclaimed himself sultan. So be it -- I shall gather an army of my own, and return him the favor.
str_swadian_rebellion_monarch_response_1|Charles of Navarre has the boldness to desire the throne of France. He styles himself a king yet any who know him will tell you that he is far from one. He is cruel to his subjects and defiant to his betters and he is treacherous in his dealings both with the Kingdom of France and the Kingdom of England. All he desires is to further his own power above that of others and for that he will stop at nothing.
str_vaegir_rebellion_monarch_response_1|Owain is a very interesting character. I assume he has not told you that his father and his father's father before him were gentlemen of the realm of England. Though Owain likes to claim that he comes from an unbroken line of Welsh nobles, his closest ancestors and even himself, before he fled the country, were respectable English nobles. He actually has quite a lot of English blood in him, for all his talk of the English usurping Britain.
str_khergit_rebellion_monarch_response_1|My brother Dustum has perhaps told you of his insistence upon splitting the khanate, as though it were a herd of sheep. Let me tell you something. Ever since the Khergits established themselves on this land, the death of every khan has had the same result -- the land was divided, the khan's sons went to war, and the strongest took it all anyway. I simply had the foresight to stave off the civil war in advance.
str_nord_rebellion_monarch_response_1|Lethwin 'Far-Seeker'? Lethwin Inkfingers, is more like it. Perhaps you have heard the expression, 'Unhappy is the land whose king is a child.' Unhappy too is the land whose king is a student. You want the Nords to be ruled by a beardless youth, whose hand bears no callouses left by a sword's grip, who has never stood in a shield wall? If Lethwin were king, his thanes would laugh at him to his face!
str_rhodok_rebellion_monarch_response_1|No doubt Lord Kastor told you that I defiled the hallowed Rhodok custom by interfering with the patricians' election of a king. Well, let me tell you something. The patricians of the towns make long-winded speeches about our ancient liberties, but then choose as their king whichever noble last sat in their villa and sipped a fine wine and promised to overlook their unpaid taxes.
str_sarranid_rebellion_monarch_response_1|Our scholars have long agreed that there is one overriding principle in politics. Men should accept the authority of the ruler, because tyranny is better than civil war. It was for that reason that I accepted the authority of both Baybak and Arwa, to whom I gave my oath as co-rulers.
str_swadian_rebellion_monarch_response_2|His ancestors may have been the daughters or cousins of kings, but it is clear that the blood of kings has been all but spent in Charles. True enough, my own grandsire was merely the brother of a king, but France was in danger and he couldn't just leave the crown of France to the King of England and his treacherous mother. So he did what any Frenchman should and ensured that the crown stayed on the brow of a Frenchman. What Charles is doing now is sowing chaos in an already bloodied land.
str_vaegir_rebellion_monarch_response_2|Truth be told, the Welsh have had no true leader since Llywelyn the Great. After Llywelyn, his horde of heirs and bastards tore their father's realm between themselves, each and every one of them hungry for power. Owain of the Red Hand is just the descendant of one of these heirs or maybe even bastards and much like his sires he desires one thing. Power. And I pity the man who will try and help him achieve his goals, for he is an enemy of England and of its people.
str_khergit_rebellion_monarch_response_2|Dustum would make a fine assessor of flocks, or adjudicator of land disputes. But can you imagine such a man as khan? We would be run off of our land in no time by our neighbors, and return to our old days of starving and freezing on the steppe.
str_nord_rebellion_monarch_response_2|Old Hakrim may have had fancy ideas about how to dispose of his kingdom, but it is not just royal blood that makes a King of the Nords. I am king by acclamation of the thanes, and by right of being the strongest. That counts for more than blood, and woe to any man in this land who says otherwise.
str_rhodok_rebellion_monarch_response_2|The only liberty that concerns them is their liberty to grow fat. Meanwhile, my men sleep out on the steppe, and eat dry bread and salt fish, and scan the horizon for burning villages, and shed our blood to keep the caravan routes open. Here's an idea -- if I ever meet a merchant who limps from a Khergit arrow-wound or a Swadian sword-stroke, then I'll say, 'Here's a man whose counsel is worth taking.'
str_sarranid_rebellion_monarch_response_2|You should know, however, that Arwa was not chosen as Baybak's partner because of her wisdom or love of justice. No, she was chosen because she was a witch, who could transform men like Ayzar and Baybak into stammering fools. No matter -- I was true to my oath, and respected her usurpation, until the very hour that it was invalidated by the death of her puppet. Now she must respect mine.
str_courtship_comment_conventional_generic|is a very well-bred sort
str_courtship_comment_adventurous_generic|seems decent enough
str_courtship_comment_otherworldly_generic|is most polite and attentive
str_courtship_comment_ambitious_generic|lacks drive -- but perhaps that may be remedied
str_courtship_comment_moralist_generic|seems to be a man of good character
str_feast_description|scant
str_feast_description_2|meagre
str_feast_description_3|barely adequate
str_feast_description_4|sufficient
str_feast_description_5|bountiful
str_feast_description_6|magnificent
str_feast_lengthy_description_1|The food you provided was insufficient for your guests and their retinues, forcing them to purchase their sustenance from the surrounding countryside at grossly inflated prices. The consensus among those who attended was that you failed to do your duty as a host, diminishing both their trust in you and your overall reputation.
str_feast_lengthy_description_2|The food and drink you provided eventually ran out, forcing some guests to either buy their own from passing peddlars, or send some of their retinue home early. The more charitable attributed the shortfall to poor planning rather than meanness, but either way, it did your reputation no good.
str_feast_lengthy_description_3|The food and drink you provided was adequate for your noble guests, although some of the commoners in their retinues went without. You are establishing a reputation as one who has at least a grasp of your social obligations as a noble.
str_feast_lengthy_description_4|You have provided enough food and drink, and with sufficient varieties, to do yourself credit. The food, drink, and merriment have loosened your guests tongues, allowing them to converse candidly about the matters of the realm, and deepening their trust in you.
str_feast_lengthy_description_5|You have provided a bountiful table not just for your noble guests but for their retinues, with food left over to be distributed to the poor. Your guests lavish praise upon you for your generosity, and for your understanding of the social obligations of your rank. The conversation, fueled by the food and drink, has been merry, strengthening the bonds between those who attended.
str_feast_lengthy_description_6|The realm will be speaking of the bounty of your table for months to come, and it will become the standard to which all other feasts will aspire. You have filled the bellies not just of your noble guests and their retinues, but also of the poor who flocked to the gates. 
str_kingdom_1_adjective|French
str_kingdom_2_adjective|English
str_kingdom_3_adjective|Khergit
str_kingdom_4_adjective|Nord
str_kingdom_5_adjective|Rhodok
str_kingdom_6_adjective|Sarranid
str_credits_1|The Hundred Years War Mod
str_credits_2|Mod Design:^Llew2^-GandalfTheGray
str_credits_3|Programming:^Llew2^Garnier^kt0
str_credits_4|Modelling:^Llew2^Lynores ^Luigi^RR Raptor65^James^The Pop^ThorGrim
str_credits_5|Texture Artists:^Llew2^-GandalfTheGray^Raz^Ryuta^Thorgrim^Cataphract^RR Raptor65^DaBlade
str_credits_6|Writing:^Agent Griff
str_credits_7|Original Music:^Justin R Durben
str_credits_8|LOD Support:^killkhergit^SantasHelper
str_credits_9|Consulting:^MartinF^^^Mount&Blade: Warband Copyright 2008-2010 Taleworlds Entertainment^^^Physics:^Havok^^^Sound and Music Program Library:^FMODex Sound System by Firelight Technologies^^^Skybox Textures:^Jay Weston^^^Chinese Translation:^Hetairoi; Gaodatailang; silentjealousy; Ginn; fallout13; James; D.Kaede; Kan2; alixyang; muyiboy^^^TaleWorlds Director of Communications:^Ali Erkin ^^^TaleWorlds Forum Programming:^Brett Flannigan ^^^TaleWorlds.com Forum Administrators and Moderators:^Janus^Archonsod^Narcissus^Nairagorn^Lost Lamb^Deus Ex^Merentha^Volkier^Instag0^Ativan^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Mount&Blade Community Suggestions and Feedback:^A Mustang^adamlug^Adorno^alden^Alhanalem^amade^Anthallas^Alkhadias Master^Arch3r^Archevious^Arcas Nebun^Arcon^Arcturus^ares007^Arjihad^BadabombadaBang^Badun^BaronAsh^Berserker Pride^bgfan^bierdopjeee^Big Mac^Binboy^blink180heights^BlodsHammar^Bloid^Brandon^Brego^chenjielian^cifre^COGlory^Corinthian Hoplite^Crazed Rabbit^CryptoCactus^CtrlAltDe1337^Cuther^Da-V-Man^dimitrischris^dstemmer^EasyCo506^Egbert^ethneldryt^eudaimondaimon^Faranox^Fawzia dokhtar-i-Sanjar^Fei Dao^Gabeed^GeN76^General Hospital^GhosTR^glustrod^guspav^Halcyon^Harn^Hethwill^Highelfwarrior^HULKSMASH^Iberon^ignoble^Jack Merchantson^JoG^Jov^Kazzan^King Jonathan the Great^Kleidophoros^knight^Kong Burger^Kristiania^l3asu^Larkraxm^Leandro1021DX^lighthaze^Llew2^Lord Rich^lordum ediz^Lucke189^Mabons^MacPharlan^Madnes5^MagicMaster^Makh^ManiK^Manitas^Marin Peace Bringer^Martinet^MAXHARDMAN^Merlkir^miguel8500^Mithras^Moddan^Nate^Nemeo^Nite/m4re^noobalicous^Nord Champion^okiN^Orion^OTuphlos^Papa Lazarou^Phallas^Plazek^Prcin^PSYCHO78^PsykoOps^Reapy^Red River^Rhizobium^Riggea^Rongar^Ros^sadnhappy^Sarejo^ScientiaExcelsa^Scorch!^Seawied86^sebal87^shikamaru 1993^Shun^silentdawn^Sir Gowe^Skyrage^Slawomir of Aaarrghh^SoloSebo^SovietSoldier^Stabbing Hobo^Stratigos001^Styo^TalonAquila^test^The Yogi^Thundertrod^Thyr^Tim^Titanshoe^tmos^Toffey^Tonttu^Trenalok^Tronde^UberWiggett^Urist^Ursca^urtzi^Vermin^Viajero^Vincenzo^Vulkan^Warcat92^Welcome To Hell^Wheem^Wu-long^Yellonet^Yobbo^Yoshi Murasaki^Yoshiboy^Zyconnic^^^Special Thanks to Toby Lee for his ideas and in depth feedback on the combat system.^...and many many other wonderful Mount&Blade players!^^(This is only a small sample of all the players who have contributed to the game by providing suggestions and feedback.^This list has been compiled by sampling only a few threads in the Taleworlds Forums.^Unfortunately compiling an exhaustive list is almost impossible.^We apologize sincerely if you contributed your suggestions and feedback but were not listed here, and please know that we are grateful to you all the same...)
str_credits_10|Paradox Interactive^^President and CEO:^Theodore Bergqvist^^Executive Vice President:^Fredrik Wester^^Chief Financial Officer:^Lena Eriksson^^Finance & Accounting:^Annlouise Larsson^^VP Sales & Marketing US:^Reena M. Miranda^^VP Sales & Marketing EU:^Martin Sirc^^Distribution Manager Nordic:^Erik Helmfridsson^^Director of PR & Marketing:^Susana Meza^^PR & Marketing:^Sofia Forsgren^^Product Manager:^Boel Bermann
str_credits_11|Logotype:^Jason Brown^^Cover Art:^Piotr Fox Wysocki^^Layout:^Christian Sabe^Melina Grundel^^Poster:^Piotr Fox Wysocki^^Map & Concept Art:^Ganbat Badamkhand^^Manual Editing:^Digital Wordsmithing: Ryan Newman, Nick Stewart^^Web:^Martin Ericsson^^Marketing Assets:^2Coats^^Localization:^S&H Entertainment Localization^^GamersGate:^Ulf Hedblom^Andreas Pousette^Martin Ericson^Christoffer Lindberg
str_credits_12|Thanks to all of our partners worldwide, in particular long-term partners:^Koch Media (Germany & UK)^Blue Label (Italy & France)^Friendware (Spain)^New Era Interactive Media Co. Ltd. (Asia)^Snowball (Russia)^Pinnacle (UK)^Porto Editora (Portugal)^Hell-Tech (Greece)^CD Projekt (Poland, Czech Republic, Slovakia & Hungary)^Paradox Scandinavian Distribution (Scandinavia)
str_multi_scene_1|Ruins
str_multi_scene_2|Village
str_multi_scene_3|Hailes Castle
str_multi_scene_4|Ruined Fort
str_multi_scene_5|Scene 5
str_multi_scene_6|Scene 6
str_multi_scene_7|Field by the River
str_multi_scene_8|Rudkhan Castle
str_multi_scene_9|Snowy Village
str_multi_scene_10|Turin Castle
str_multi_scene_11|Nord Town
str_multi_scene_16|Port Assault
str_multi_scene_17|Brunwud Castle
str_multi_scene_18|Battle on Ice
str_multi_scene_19|Mahdaar Castle
str_multi_scene_20|Jameyyed Castle
str_multi_scene_21|The Arena
str_multi_scene_22|Forest Hideout
str_multi_scene_12|Random Plains (Medium)
str_multi_scene_13|Random Plains (Large)
str_multi_scene_14|Random Steppe (Medium)
str_multi_scene_15|Random Steppe (Large)
str_multi_scene_end|multi scene end
str_multi_game_type_1|Deathmatch
str_multi_game_type_2|Team Deathmatch
str_multi_game_type_3|Battle
str_multi_game_type_4|Fight and Destroy
str_multi_game_type_5|Capture the Flag
str_multi_game_type_6|Conquest
str_multi_game_type_7|Siege
str_multi_game_type_8|Duel
str_multi_game_types_end|multi game types end
str_poll_kick_player_s1_by_s0|{s0} started a poll to kick player {s1}.
str_poll_ban_player_s1_by_s0|{s0} started a poll to ban player {s1}.
str_poll_change_map_to_s1_by_s0|{s0} started a poll to change map to {s1}.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0} started a poll to change map to {s1} and factions to {s2} and {s3}.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0} started a poll to change bot counts to {reg0} and {reg1}.
str_poll_kick_player|Poll to kick player {s0}: 1 = Accept, 2 = Decline
str_poll_ban_player|Poll to ban player {s0}: 1 = Accept, 2 = Decline
str_poll_change_map|Poll to change map to {s0}: 1 = Accept, 2 = Decline
str_poll_change_map_with_faction|Poll to change map to {s0} and factions to {s1} versus {s2}: 1 = Accept, 2 = Decline
str_poll_change_number_of_bots|Poll to change number of bots to {reg0} for {s0} and {reg1} for {s1}: 1 = Accept, 2 = Decline
str_poll_time_left|({reg0} seconds left)
str_poll_result_yes|The poll is accepted by the majority.
str_poll_result_no|The poll is rejected by the majority.
str_total_item_cost_reg0|Total cost: {reg0}
str_server_name|Server name:
str_game_password|Game password:
str_map|Map:
str_game_type|Game type:
str_max_number_of_players|Maximum number of players:
str_number_of_bots_in_team_reg1|Number of bots in team {reg1}:
str_team_reg1_faction|Team {reg1} faction:
str_enable_valve_anti_cheat|Enable Valve Anti-cheat (Requires valid Steam account)
str_allow_friendly_fire|Allow ranged friendly fire
str_allow_melee_friendly_fire|Allow melee friendly fire
str_friendly_fire_damage_self_ratio|Friendly fire damage self (%):
str_friendly_fire_damage_friend_ratio|Friendly fire damage friend (%):
str_spectator_camera|Spectator camera:
str_control_block_direction|Control block direction:
str_map_time_limit|Map time limit (minutes):
str_round_time_limit|Round time limit (seconds):
str_players_take_control_of_a_bot_after_death|Switch to bot on death:
str_team_points_limit|Team point limit:
str_point_gained_from_flags|Team points gained for flags (%):
str_point_gained_from_capturing_flag|Points gained for capturing flags:
str_respawn_period|Respawn period (seconds):
str_add_to_official_game_servers_list|Add to official game servers list
str_combat_speed|Combat speed:
str_combat_speed_0|Slowest
str_combat_speed_1|Slower
str_combat_speed_2|Medium
str_combat_speed_3|Faster
str_combat_speed_4|Fastest
str_off|Off
str_on|On
str_defender_spawn_count_limit|Defender spawn count:
str_unlimited|Unlimited
str_automatic|Automatic
str_by_mouse_movement|By mouse movement
str_free|Free
str_stick_to_any_player|Lock to any player
str_stick_to_team_members|Lock to team members
str_stick_to_team_members_view|Lock to team members' view
str_make_factions_voteable|Allow polls to change factions
str_make_kick_voteable|Allow polls to kick players
str_make_ban_voteable|Allow polls to ban players
str_bots_upper_limit_for_votes|Bot count limit for polls:
str_make_maps_voteable|Allow polls to change maps
str_valid_vote_ratio|Poll accept threshold (%):
str_auto_team_balance_limit|Auto team balance threshold (diff.):
str_welcome_message|Welcome message:
str_initial_gold_multiplier|Starting gold (%):
str_battle_earnings_multiplier|Combat gold bonus (%):
str_round_earnings_multiplier|Round gold bonus (%):
str_allow_player_banners|Allow individual banners
str_force_default_armor|Force minimum armor
str_respawning_in_reg0_seconds|Respawning in {reg0} seconds...
str_no_more_respawns_remained_this_round|No lives left for this round
str_reg0_respawns_remained|({reg0} lives remaining)
str_this_is_your_last_respawn|(This is your last life)
str_wait_next_round|(Wait for the next round)
str_yes_wo_dot|Yes
str_no_wo_dot|No
str_we_resign|We have no strength left to put up a fight. We surrender to you, {playername}.
str_i_resign|I don't want to die today. I surrender.
str_s1_returned_flag|{s1} has returned their flag to their base!
str_s1_auto_returned_flag|{s1} flag automatically returned to their base!
str_s1_captured_flag|{s1} has captured the enemy flag!
str_s1_taken_flag|{s1} has taken the enemy flag!
str_s1_neutralized_flag_reg0|{s1} has neutralized flag {reg0}.
str_s1_captured_flag_reg0|{s1} has captured flag {reg0}!
str_s1_pulling_flag_reg0|{s1} has started pulling flag {reg0}.
str_s1_destroyed_target_0|{s1} destroyed target A!
str_s1_destroyed_target_1|{s1} destroyed target B!
str_s1_destroyed_catapult|{s1} destroyed the catapult!
str_s1_destroyed_trebuchet|{s1} destroyed the trebuchet!
str_s1_destroyed_all_targets|{s1} destroyed all targets!
str_s1_saved_1_target|{s1} saved one target.
str_s1_saved_2_targets|{s1} saved all targets.
str_s1_defended_castle|{s1} defended their castle!
str_s1_captured_castle|{s1} captured the castle!
str_auto_team_balance_in_20_seconds|Auto-balance will be done in 20 seconds.
str_auto_team_balance_next_round|Auto-balance will be done next round.
str_auto_team_balance_done|Teams have been auto-balanced.
str_s1_won_round|{s1} has won the round!
str_round_draw|Time is up. Round draw.
str_round_draw_no_one_remained|No one left. Round draw.
str_death_mode_started|Hurry! Become master of the field!
str_reset_to_default|Reset to Default
str_done|Done
str_player_name|Player Name
str_kills|Kills
str_deaths|Deaths
str_ping|Ping
str_dead|Dead
str_reg0_dead|{reg0} Dead
str_bots_reg0_agents|Bots ({reg0} agents)
str_bot_1_agent|Bot (1 agent)
str_score|Score
str_score_reg0|Score: {reg0}
str_flags_reg0|(Flags: {reg0})
str_reg0_players|({reg0} players)
str_reg0_player|({reg0} player)
str_open_gate|Open Gate
str_close_gate|Close Gate
str_open_door|Open Door
str_close_door|Close Door
str_raise_ladder|Raise Ladder
str_drop_ladder|Drop Ladder
str_back|Back
str_start_map|Start Map
str_choose_an_option|Choose an option:
str_choose_a_poll_type|Choose a poll type:
str_choose_faction|Choose Faction
str_choose_a_faction|Choose a faction:
str_choose_troop|Choose Troop
str_choose_a_troop|Choose a troop class:
str_choose_items|Choose Equipment
str_options|Options
str_redefine_keys|Redefine Keys
str_submit_a_poll|Submit a Poll
str_administrator_panel|Administrator Panel
str_kick_player|Kick Player
str_ban_player|Ban Player
str_mute_player|Mute Player
str_unmute_player|Unmute Player
str_quit|Quit
str_poll_for_changing_the_map|Change the map
str_poll_for_changing_the_map_and_factions|Change the map and factions
str_poll_for_changing_number_of_bots|Change number of bots in teams
str_poll_for_kicking_a_player|Kick a player
str_poll_for_banning_a_player|Ban a player
str_choose_a_player|Choose a player:
str_choose_a_map|Choose a map:
str_choose_a_faction_for_team_reg0|Choose a faction for team {reg0}:
str_choose_number_of_bots_for_team_reg0|Choose number of bots for team {reg0}:
str_spectator|Spectator
str_spectators|Spectators
str_command|Command:
str_profile_banner_selection_text|Choose a banner for your profile:
str_use_default_banner|Use Faction's Banner
str_party_morale_is_low|Morale of some troops are low!
str_weekly_report|Weekly Report
str_has_deserted_the_party|has deserted the party.
str_have_deserted_the_party|have deserted the party.
str_space| 
str_us_|Us 
str_allies_|Allies 
str_enemies_|Enemies 
str_routed|Routed
str_weekly_budget|Weekly Budget
str_income_from_s0|Income from {s0}:
str_mercenary_payment_from_s0|Mercenary payment from {s0}:
str_s0s_party|{s0}'s Party
str_loss_due_to_tax_inefficiency|Loss due to tax inefficiency:
str_wages_for_s0|Wages for {s0}:
str_earlier_debts|Earlier debts:
str_net_change|Net change:
str_earlier_wealth|Earlier wealth:
str_new_wealth|New wealth:
str_new_debts|New debts:
str_maximum_seconds_for_round_is_reg0|Maximum seconds for round is {reg0}.
str_respawn_period_is_reg0_seconds|Respawn period is {reg0} seconds.
str_bots_upper_limit_for_votes_is_reg0|Bots upper limit for votes is {reg0}.
str_map_is_voteable|Map is voteable.
str_map_is_not_voteable|Map is not voteable.
str_factions_are_voteable|Factions are voteable.
str_factions_are_not_voteable|Factions are not voteable.
str_players_respawn_as_bot|Players respawn as bot.
str_players_do_not_respawn_as_bot|Players do not respawn as bot.
str_kicking_a_player_is_voteable|Kicking a player is voteable.
str_kicking_a_player_is_not_voteable|Kicking a player is not voteable.
str_banning_a_player_is_voteable|Banning a player is voteable.
str_banning_a_player_is_not_voteable|Banning a player is not voteable.
str_player_banners_are_allowed|Player banners are allowed.
str_player_banners_are_not_allowed|Player banners are not allowed.
str_default_armor_is_forced|Default armor is forced.
str_default_armor_is_not_forced|Default armor is not forced.
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|Percentage of yes votes required for a poll to get accepted is {reg0}%.
str_auto_team_balance_threshold_is_reg0|Auto team balance threshold is {reg0}.
str_starting_gold_ratio_is_reg0|Starting gold ratio is {reg0}%.
str_combat_gold_bonus_ratio_is_reg0|Combat gold bonus ratio is {reg0}%.
str_round_gold_bonus_ratio_is_reg0|Round gold bonus ratio is {reg0}%.
str_point_gained_from_flags_is_reg0|Team points gained for flags is {reg0}%.
str_point_gained_from_capturing_flag_is_reg0|Points gained for capturing flags is {reg0}%.
str_map_time_limit_is_reg0|Map time limit is {reg0} minutes.
str_team_points_limit_is_reg0|Team point limit is {reg0}.
str_defender_spawn_count_limit_is_s1|Defender spawn count is {s1}.
str_system_error|SYSTEM ERROR!
str_prisoner_granted_parole|Prisoner granted parole
str_prisoner_not_offered_parole|Prisoner not offered parole
str__age_reg1_family_|^Family:
str_s49_s12_s11_rel_reg0|{s49} {s12} ({s11}, rel: {reg0}),
str_s49_s12_s11|{s49} {s12} ({s11}),
str_lord_info_string|{reg6?:{reg4?{s54} is the ruler of {s56}.^:{s54} is a vassal of {s55} of {s56}.^}}Renown: {reg5}. Controversy: {reg15}.^{reg9?{reg3?She:He} is the {reg3?lady:lord} of {s58}.:{reg3?She:He} has no fiefs.}{s59}^{s49}
str_foreign_relations__|Foreign relations: ^
str_s21__the_s5_is_at_war_with_the_s14|{s21}^* The {s5} is at war with the {s14}.
str_s21_the_s5_has_had_the_upper_hand_in_the_fighting|{s21} The {s5} has had the upper hand in the fighting.
str_s21_the_s5_has_gotten_the_worst_of_the_fighting|{s21} The {s5} has gotten the worst of the fighting.
str_s21_the_fighting_has_gone_on_for_some_time_and_the_war_may_end_soon_with_a_truce|{s21} The fighting has gone on for some time, and the war may end soon with a truce.
str_s21_the_fighting_has_begun_relatively_recently_and_the_war_may_continue_for_some_time|{s21} The fighting has begun relatively recently, and the war may continue for some time.
str__however_the_truce_is_no_longer_binding_on_the_s14| However, the truce is no longer binding on the {s14}
str_s21__the_s5_is_bound_by_truce_not_to_attack_the_s14s18_the_truce_will_expire_in_reg1_days|{s21}^* The {s5} is bound by truce not to attack the {s14}.{s18} The truce will expire in {reg1} days.
str_s21__the_s5_has_recently_suffered_provocation_by_subjects_of_the_s14_and_there_is_a_risk_of_war|{s21}^* The {s5} has recently suffered provocation by subjects of the {s14}, and there is a risk of war.
str_s21__the_s5_has_no_outstanding_issues_with_the_s14|{s21}^* The {s5} has no outstanding issues with the {s14}.
str_s21_the_s14_was_recently_provoked_by_subjects_of_the_s5_and_there_is_a_risk_of_war_|{s21} The {s14} was recently provoked by subjects of the {s5}, and there is a risk of war.^
