str_no_string|NO STRING!
str_unnecessary_attack_upstanding|Si c'est la guerre que vous voulez, vous allez l'avoir {Messire/madame}. Mais je vous laisse une chance de reculer.
str_lord_challenged_default|Comme vous voudrez. Préparez-vous à mourir !
str_lord_challenged_martial|Qu'il en soit ainsi. En garde !
str_lord_challenged_quarrelsome|Sale petit insolent ! Je vais vous écraser !
str_lord_challenged_pitiless|Si vous êtes si désireux de rendre l'âme, je n'ai d'autre choix que d'accéder à votre requête.
str_lord_challenged_cunning|Bien, puisque vous ne me laissez pas le choix...
str_lord_challenged_sadistic|Tas de fumier ! Je vais vous faire regretter d'avoir vu le jour.
str_lord_challenged_goodnatured|Très bien, j'avais espéré que nous pourrions éviter d'en arriver là, mais vous ne me laissez pas le choix.
str_lord_challenged_upstanding|Qu'il en soit ainsi. Cela m'attriste de n'avoir pu vous faire entendre raison.
str_lord_mission_failed_default|Eh bien, je suis déçu, mais je suis certain que vous aurez de nombreuses opportunités de racheter vos fautes.
str_lord_mission_failed_martial|Il est déshonorant d'échouer à sa mission, mais j'accepterai votre parole que cela ne se reproduira plus.
str_lord_mission_failed_quarrelsome|Vous avez échoué ? Bah. Je n'en attendais pas moins de quelqu'un comme vous.
str_lord_mission_failed_pitiless|Vous avez échoué ? Vous me décevez... et cela est malavisé de votre part.
str_lord_mission_failed_cunning|Quelle déception... Malheureusement, personne ne peut prédire avec certitude dans quel sens les vents de la chance souffleront.
str_lord_mission_failed_sadistic|Vraiment ? Sachez que ceux qui faillissent ne vivent pas toujours assez longtemps  pour le regretter.
str_lord_mission_failed_goodnatured|Oh ce n'est pas bien grave. Cela avait peu de chances de réussir de toute manière. Merci d'avoir essayé.
str_lord_mission_failed_upstanding|Très bien, je suis persuadé que vous avez fait de votre mieux.
str_lord_follow_refusal_default|Vous suivre ? Vous oubliez votre rang, {Messire/madame}.
str_lord_follow_refusal_martial|Le jour où vous m'aurez prouvé que vous êtes un guerrier vaillant et honorable, peut-être que je vous suivrai. Mais ce n'est pas aujourd'hui.
str_lord_follow_refusal_quarrelsome|Suivre quelqu'un comme vous ? Je ne crois pas, non.
str_lord_follow_refusal_pitiless|Les seigneurs comme moi ne s'abaissent pas à suivre les gens comme vous, {Messire/madame}.
str_lord_follow_refusal_cunning|D'abord, prouvez-moi que vous n'êtes pas le genre {d'homme/de femme} à me conduire à ma perte et ensuite je songerai peut-être à vous suivre.
str_lord_follow_refusal_sadistic|Je ne pense pas ! Mais à la place, je vous propose de me suivre, comme un petit chien obéissant suit son maître.
str_lord_follow_refusal_goodnatured|Hum... Je suis un peu trop pris par certaines tâches dans l'immédiat. Mais peut-être un jour prochain.
str_lord_follow_refusal_upstanding|Montrez-moi d'abord que vous êtes digne de commander, alors peut-être vous suivrai-je.
str_lord_insult_default|cette crapule
str_lord_insult_martial|sale laquais déshonorant
str_lord_insult_quarrelsome|mange-merde
str_lord_insult_pitiless|vermine de bas étages
str_lord_insult_cunning|crétin d'inconscient
str_lord_insult_sadistic|misérable pleurnichard
str_lord_insult_goodnatured|sale type
str_lord_insult_upstanding|fripouille sans honneur
str_lord_derogatory_default|indigne et ignoble
str_lord_derogatory_martial|{impétueux/impétueuse}
str_lord_derogatory_quarrelsome|{querelleur/querelleuse} et semant la discorde
str_lord_derogatory_pitiless|{cruel/cruelle}, tyrannique
str_lord_derogatory_cunning|sans scrupules et {manipulateur/manipulatrice}
str_lord_derogatory_sadistic|vile et déshonorante
str_lord_derogatory_goodnatured|d'une naïveté désespérante
str_lord_derogatory_upstanding|opiniâtre et {moralisateur/moralisatrice}
str_lord_derogatory_result|nous mèneront à la ruine
str_lord_derogatory_martial_action|attaquer l'ennemi de manière irréfléchie, sans plan, et de gâcher la vie de vos hommes
str_lord_derogatory_quarrelsome_action|chercher des noises à d'autres seigneurs pour nous diviser et nous affaiblir
str_lord_derogatory_pitiles_action|aliéner le peuple jusqu'à provoquer révolte et mutinerie
str_lord_derogatory_cunning_action|conclure un accord avec l'ennemi dans notre dos
str_lord_derogatory_sadistic_action|déshonorer notre cause et notre royaume
str_lord_derogatory_goodnatured_action|avoir pitié de nos ennemis au lieu de les combattre
str_lord_derogatory_upstanding_action|placer exagérément votre propre sens de l'honneur au-dessus des besoins du royaume
str_rebellion_dilemma_martial|{s45} a visiblement été calomnié. Bien que j'aie prêté serment à {s46}, je n'ai aucune obligation envers lui s'il a usurpé la couronne par des moyens illégaux.
str_rebellion_dilemma_quarrelsome|Hmm... {s46} ne m'a jamais donné tout ce que je méritais, alors je ne pense pas lui devoir grand chose. Cependant, {s45} ne sera peut-être pas mieux et au moins, {s46} s'est affiché aux yeux de tous.
str_rebellion_dilemma_pitiless|Hmm... {s45} affirme que le trône lui revient de droit. C'est une bonne chose car de cette manière, je me libère de mon serment envers {s46}. Toutefois, il faut que je pèse le pour et le contre avec minutie.
str_rebellion_dilemma_cunning|Hmm... J'ai prêté serment d'hommage à {s46}, mais il faut savoir que les puissants qui ont prêté serment n'ont pas les mêmes obligations que les gens ordinaires. Notre devoir est d'utiliser nos propres compétences pour régner, imposer l'ordre et éviter une guerre qui engagerait tout le territoire.
str_rebellion_dilemma_sadistic|Hmm... Dans ce monde injuste, le sage pense d'abord à lui-même, car personne d'autre ne le fait pour lui. Alors qu'est-ce que j'y gagne ?
str_rebellion_dilemma_goodnatured|Je ne sais que dire. J'ai prêté serment à {s46} en tant que souverain légitime mais s'il ne l'est pas, je ne sais pas si je lui suis toujours lié par serment.
str_rebellion_dilemma_upstanding|Voilà qui est gênant. Renier le serment que j'ai prêté à {s46} est chose grave car les engagements qui empêchent notre pays de sombrer dans l'anarchie ne sont plus. Par ailleurs, je me suis engagé à soutenir la légitimité de la succession et {s45} est à ce titre un prétendant possible au trône.
str_rebellion_dilemma_2_martial|D'un autre côté, {s46} nous a guidé aussi bien en temps de guerre qu'en temps de paix alors l'idée de renoncer à mon allégeance me répugne.
str_rebellion_dilemma_2_quarrelsome|Alors dites-moi, pourquoi devrais-je tourner le dos à un fils de chien que je connais, en faveur d'{reg3?une femme:un autre fils de chien} que je ne connais pas ?
str_rebellion_dilemma_2_pitiless|Je me trouve dans une position bien inconfortable... Voilà qu'on me demande qui je choisirais comme {reg3?régent:roi} de ces terres. Enfin, c'est aussi le moment idéal pour empocher les récompenses qui m'ont toujours été dues !
str_rebellion_dilemma_2_cunning|{s46} est contesté et c'est pour cette raison qu'il ne sera jamais capable de régner d'une main aussi ferme que quelqu'un dont la revendication au trône n'a jamais été remise en question. Toutefois, si {s45} monte sur le trône de force, {reg3?elle:il} n'aura pas autant de poids que quelqu'un qui y est arrivé de manière pacifique.
str_rebellion_dilemma_2_sadistic|Peut-être que si je rejoins {s45} pendant qu'{reg3?elle:il} est encore faible, alors {reg3?elle:il} me rendra riche ! Et peut-être que si je ramène votre tête à {s46}, ma récompense sera d'autant plus grande.
str_rebellion_dilemma_2_goodnatured|{s46} m'a toujours traité avec égard, toutefois il est vrai qu'il a causé du tort à {s45}. J'hésite à renoncer à mon serment d'hommage envers {s46}, mais je ne pense pas qu'il faille soutenir l'injustice...
str_rebellion_dilemma_2_upstanding|J'ai le sentiment de devoir faire tout ce qui est en mon pouvoir pour le royaume... comme l'empêcher d'être mis à feu et à sang par une guerre civile et d'être dévasté par ses ennemis...
str_political_philosophy_martial|Mon épée est à la disposition de mon suzerain légitime tant qu'il respecte son engagement envers moi.
str_political_philosophy_quarrelsome|Bah ! Ce sont tous des goujats ! Tous ceux qui m'ont fait du tort vont le regretter.
str_political_philosophy_pitiless|Les hommes chercheront toujours à s'emparer des droits d'autrui. Dans ce monde perfide, chacun doit veiller à ses propres droits.
str_political_philosophy_cunning|Eh bien, le monde est dur, et nous sommes tous confrontés à des choix difficiles. On est parfois amené à servir un tyran pour préserver la paix. Mais on peut aussi se rebeller pour contraindre les rois à rester honnêtes. Tout dépend des circonstances.
str_political_philosophy_sadistic|Ma philosophie est simple : mieux vaut être le loup que l'agneau.
str_political_philosophy_goodnatured|Eh bien, vous devez tenir vos promesses tout en évitant les injustices. L'équilibre est parfois difficile à trouver. Entourez-vous de personnes de confiance et tout ira bien.
str_political_philosophy_upstanding|La royauté et la suzeraineté ont été instituées pour maintenir la paix et éviter les guerres, mais cela ne doit pas nous empêcher de voir les éventuelles injustices.
str_political_philosophy_roguish|Hmm... J'imagine que c'est bien d'être un seigneur.
str_political_philosophy_benefactor|Un bon souverain veille à ce que tous ses sujets soient traités équitablement. Personnellement, je compte user de mon autorité pour améliorer le sort de ceux qui vivent sur mon domaine.
str_political_philosophy_custodian|Un bon souverain développe les conditions favorables à la prospérité de son peuple. Personnellement, je compte user de ma fortune pour créer davantage de richesses, pour moi-même et pour le bien commun.
str_rebellion_prior_argument_very_favorable|J'ai pu entendre certains de vos arguments visant à soutenir votre prétendant au trône et je tends à les approuver.
str_rebellion_prior_argument_favorable|J'ai pu entendre certains de vos arguments visant à soutenir votre prétendant au trône et je tends à les approuver.
str_rebellion_prior_argument_unfavorable|J'ai pu entendre certains de vos arguments visant à soutenir votre prétendant au trône, mais je ne les trouve pas convaincants.
str_rebellion_prior_argument_very_unfavorable|J'ai pu entendre certains de vos arguments visant à soutenir votre prétendant au trône mais je désapprouve la plupart d'entre eux.
str_rebellion_rival_martial|{s49} votre allié {s44} a déjà remis en question mon honneur et ma bravoure une fois. Ce n'est pas tous les jours que j'ai la chance de l'affronter dans une bataille pour lui faire ravaler ses paroles.
str_rebellion_rival_quarrelsome|{s49} vous collaborez avec {s44}. C'est une petite fouine et je ne lui accorderais pas un gramme de confiance.
str_rebellion_rival_pitiless|{s49} vous semblez avoir rejoint la cause de {s44}. Mais il est ramolli et faible, même pas apte à régner sur un fief et je l'ai toujours détesté.
str_rebellion_rival_cunning|{s49} {s44}, qui vous a déjà rejoint, est une tête de pioche, querelleur et à peine fiable.
str_rebellion_rival_sadistic|{s49} je ne souhaite pas me battre aux côtés de votre allié {s44}. Sa manière d'afficher sa vertu m'écoeure.
str_rebellion_rival_goodnatured|{s49} je suis réticent à l'idée de me battre dans le même camp que {s44}, dont la réputation n'est plus à faire en matière de cruauté.
str_rebellion_rival_upstanding|{s49} votre allié {s44} est, selon moi, un homme dangereux, peu fiable et sans aucun principe.
str_rebellion_argument_favorable|je respecte votre argumentaire
str_rebellion_argument_neutral|je trouve votre argumentaire modérément convaincant
str_rebellion_argument_unfavorable|je ne trouve pas que votre argumentaire soit convaincant
str_rebellion_persuasion_favorable|vous énoncez votre plaidoyer avec éloquence
str_rebellion_persuasion_neutral|votre plaidoyer est relativement correct
str_rebellion_persuasion_unfavorable|votre plaidoyer n'est pas convaincant
str_rebellion_relation_very_favorable|personnellement, j'ai le plus grand respect à votre égard.
str_rebellion_relation_favorable|je vous connais personnellement et je vous respecte.
str_rebellion_relation_neutral|je ne vous connais pas aussi bien que je le voudrais.
str_rebellion_relation_unfavorable|je ne vous fais pas confiance.
str_and_comma_3|En outre, 
str_but_comma_3|Cependant,
str_and_comma_1|, et 
str_but_comma_1|, mais 
str_and_comma_2|. De plus, 
str_but_comma_2|. Néanmoins, 
str_rebellion_agree_martial|J'ai pris ma décision. Je soutiendrai {s45} en tant qu'héritier légitime.
str_rebellion_agree_quarrelsome|Ahh, j'ai réfléchi suffisamment comme ça. Je n'ai jamais vraiment aimé {s46} de toute manière. Allons le priver de son trône.
str_rebellion_agree_pitiless|Non. Je ne participerai pas à votre rébellion. Je la perçois comme un caprice d'enfant à qui on aurait retiré son jouet. Je resterai fidèle à {s46}, dont la capacité à régner a été prouvée maintes fois.
str_rebellion_agree_cunning|Je suis navré mais vous ne me garantissez en rien que ce sera une victoire. Beaucoup mourront et je ne souhaite pas me retrouver parmi eux. Je continuerai donc à soutenir {s46}.
str_rebellion_agree_sadistic|Non, je ne jouerai pas à votre petit jeu. Vous essayez de vous emparer de la couronne mais je pense que tout ce que vous y gagnerez, c'est un aller simple à l'échafaud, et je serai aux côtés de {s46} pour regarder votre tête tomber sous la hâche du bourreau.
str_rebellion_agree_goodnatured|Je suis désolé mais je ne pense pas qu'il soit juste de tourner le dos à {s46}. Cependant, je ne ne vous témoignerai aucune rancoeur lorsque nous nous rencontrons sur le champ de bataille.
str_rebellion_agree_upstanding|Je suis désolé mais les revendications de {s45} sont trop discutables pour que je me permette d'accabler les pauvres bougres de ce pays par l'infamie que représente le désordre civil. Je continuerai donc à soutenir {s46}. Puissent les cieux me pardonner si j'ai fait le mauvais choix.
str_rebellion_refuse_martial|Je suis désolé. {s45} est un bon prétendant au trône, mais cela ne constitue pas une raison suffisante pour que je tourne le dos à {s46}. Je resterai loyal envers mon suzerain.
str_rebellion_refuse_quarrelsome|Non. {s45}, cette petite frappe, n'a pas ce qu'il faut pour régner sur ce royaume. Je reste fidèle à {s46}.
str_talk_later_martial|Ce n'est pas le moment de parler politique ! Aujourd'hui je suis entouré de seigneurs, armés pour le combat. Vous feriez mieux de vous y préparer aussi.
str_talk_later_quarrelsome|Est-ce que vous espérez que je trahisse mon suzerain pour vous, alors que nous sommes encerclés par son armée ? Mais pour qui me prenez-vous au juste, un crétin fini ?
str_talk_later_pitiless|Tenez votre langue ! Quel que soit mon avis à ce sujet, je préfère taire mes mots... Nous sommes quand même au beau milieu d'une armée !
str_talk_later_cunning|Le moment et le lieu sont plutôt mal choisis pour entreprendre une telle discussion. Peut-être pourrions-nous en reparler plus tard dans d'autres circonstances mais pour le moment, nous sommes toujours ennemis.
str_talk_later_sadistic|Vous devriez fermer ce qui vous sert de bouche ! Est-ce que vous imaginez seulement ce qui se passerait si d'autres vassaux venaient à me surprendre en train de comploter ?
str_talk_later_goodnatured|Alors comme ça  vous souhaitez que nous discutions à propos de votre rébellion ? Redemandez-le moi lorsque nous ne seront plus cernés par l'armée de mon suzerain, et j'écouterai ce que vous avez à dire.
str_talk_later_upstanding|Peu importe ce que je pense de la légitimité de la succession. Je ne puis en discuter ici et maintenant. Si nous nous revoyons pour un entretien privé, j'écouterai ce que vous avez à dire à ce sujet, mais pour le moment, considérez-moi comme votre ennemi.
str_gossip_about_character_default|On raconte que {s6} ne possède aucun trait de caractère intéressant.
str_gossip_about_character_martial|On raconte que {s6} n'aime rien à part faire la guerre.
str_gossip_about_character_quarrelsome|On raconte que {s6} en est presque venu aux mains avec un autre seigneur récemment, parce que celui-ci avait fait une plaisanterie sur son nez.
str_gossip_about_character_selfrighteous|J'ai entendu dire que {s6} avait fait exécuter un damoiseau parce qu'il avait eu le malheur de tuer un cerf dans sa forêt.
str_gossip_about_character_cunning|On entend souvent que {s6} est un adversaire rusé.
str_gossip_about_character_sadistic|Le bruit court que {s6} aime torturer ses ennemis. Je ne voudrais pas avoir affaire à lui dans l'un de ses mauvais jours.
str_gossip_about_character_goodnatured|On dit de {s6} qu'il est un homme bon et qu'il traite ses sujets avec égard. La plupart des nobles ne peuvent pas en dire autant.
str_gossip_about_character_upstanding|Les gens racontent qu'il est agréable d'être au service de {s6}. Il est bon envers ses partisans et il les récompense s'ils travaillent bien.
str_latest_rumor|La dernière rumeur que vous avez entendue à propos de {s6} était :
str_changed_my_mind_martial|Mais vos paroles émouvantes m'incitent à revoir ma position.
str_changed_my_mind_quarrelsome|Mais je crois que vous avez réussi à me convaincre, espèce de mufle. Je vous écoute.
str_changed_my_mind_pitiless|Mais compte tenu de votre plaidoirie, je vais réfléchir.
str_changed_my_mind_cunning|Mais vous savez vous exprimer, espèce de mufle. Vous m'impressionnez. Je vous écoute.
str_changed_my_mind_sadistic|Mais même si vous savez plaider en votre faveur, je ne renoncerai pas à cette idée si facilement.
str_changed_my_mind_goodnatured|Mais vous savez argumenter, alors je vais essayer de garder l'esprit ouvert.
str_changed_my_mind_upstanding|Mais vous faites preuve d'éloquence. Je vous écoute.
str_swadian_rebellion_pretender_intro|Je suis Jean Sans Peur, fils de Philippe le Hardi maitre des Flandres et de l’Artois, à ce titre je revendique légitimement le trône de France.
str_vaegir_rebellion_pretender_intro|Je suis Owain Lawgoch, connu sous le nom d'Owain la Main Rouge chez les Anglais, et Yvain de Galles chez les Français. Je suis le roi légitime des Bretons et donc de toute la Grande-Bretagne.
str_khergit_rebellion_pretender_intro|Je suis Hugues de Lannoy, véritable duc de Bourgogne de part mes ancestres.
str_nord_rebellion_pretender_intro|Je suis Lethwin, dit le Puit-de-Science, fils d'Hakrim l'Ancien, qui devrait régner en tant que roi des suisse de la France.
str_rhodok_rebellion_pretender_intro|Je suis le seigneur Kastor, roi légitime des allemands, et je les libèrerai du joug de la tyrannie.
str_sarranid_rebellion_pretender_intro|Je m'appelle Arwa, ou la Perlée, mère et reine légitime des arabes.
str_swadian_rebellion_pretender_story_1|De droit, je serai roi de France, mais les machinations de tous bords et les iniquités des Anglais ont jusqu'ici empêché que cela se fasse. J'appartiens à la Maison de Philippe le Hardi, de ce fait je revendique le trône de France.
str_vaegir_rebellion_pretender_story_1|Depuis le règne d'Edouard Longshanks, le fer de lance des Écossais, le Pays de Galles a été sous domination Anglaise et je rage de voir que personne ne fait rien pour arrêter les salauds.
str_khergit_rebellion_pretender_story_1|Mon grand père possédais les titres qui fesait de lui le duc de bourgogne il y a bien longtemp,mais ses titres lui furent usurpés par les ancestres de philipe de bourgogne.le Philip de bourgogne qui de nos jours es le digne héritiers de ces perssones qui ont usés de stratagènes pour s'emparer des biens qui devaient me revenire.
str_nord_rebellion_pretender_story_1|On m'appelle le Puit-de-Science parce que j'ai parcouru de longues distances, même pour un Nord, en quête de savoir. Avant que je n'en ai l'âge, mon père m'envoya à l'étranger. Lors de mon périple, j'ai étudié dans les cours et les universités des terres d'outre-mer. Si les suisse prétendent être les héritiers du royaume de France, alors ils doivent jouer leur rôle et apprendre à connaître la loi et les lettres, et non pas se contenter uniquement des guerres, du pillage et de la boisson.
str_rhodok_rebellion_pretender_story_1|Les Bourgignons sont un peuple libre, pas les esclaves d'un quelconque monarque héréditaire. Le roi doit être élu parmi l'une des familles nobles les plus prestigieuses des terres, par un conseil tiré au sort parmi les patriciens des cités de Metz, Angers et d'Orleans. Le conseil se réunit dans un champ avant Jelkala et personne n'est autorisé à s'y présenter armé lorsqu'ils délibèrent, sous peine de mort.
str_sarranid_rebellion_pretender_story_1|Née dans un lointain pays et issue d'une famille modeste, j'ai été réduite en esclavage alors que je n'étais encore qu'une enfant. Mais je n'en ai pas honte, car les mères de beaucoup de nos rois étaient elles-mêmes des esclaves. Frappé par ma beauté, le vieux sultan Ayzar m'a remarquée sur les marchés. Il m'a prise à son service et s'est peu à peu laissé séduire par mon intelligence. En vieillissant, il m'a autorisée à gouverner à sa place. J'ai d'abord géré les affaires du palais avant d'administrer celles du royaume.
str_swadian_rebellion_pretender_story_2|Par le passé, ma famille a déjà été lésée. Mon arrière grand-mère était la petite-fille de Philippe le Bel, ancien roi de France, et la fille de Louis le dixième, alors roi de France. Elle a poutant été dépossédée, je dis même spoliée par son propre oncle. En vérité, elle n'aurait pas dû être Jeanne de Navarre, mais la reine Jeanne de France.
str_vaegir_rebellion_pretender_story_2|Jeune, j'ai réalisé qu'il n'y avait pas de place pour moi en Grande-Bretagne. Alors je suis parti pour la France, j'y ai trouvé une grande satisfaction. Les Français sont également très ouverts d'esprit lorsqu'il s'agit de l'indépendance des peuples dominés par les Anglais. Les Écossais ont leur indépendance, pourquoi pas les Gallois ?
str_khergit_rebellion_pretender_story_2|Il es grand temp a present de faire éclater la vérité au grand jour.
str_nord_rebellion_pretender_story_2|Mon père mourut avant que j'aie pu terminer mon cursus d'études, et alors que je me hâtais en direction de chez moi pour revendiquer son trône, mon bateau fit naufrage après avoir avoir essuyé une tempête. L'un des barons de mon père, Ragnar, saisit cette opportunité et répandit une rumeur selon laquelle j'étais mort à l'étranger puis il convoqua une assemblée de partisans pour se faire proclamer roi... Il a passé les dernières années à renforcer son pouvoir.
str_rhodok_rebellion_pretender_story_2|Lors de la dernière élection, il n'y avait que deux prétendants, moi-même et le seigneur Graveth. Tandis que le conseil délibérait, Graveth apparut, l'épée en main, et leur dit qu'un groupe de pillards français s'apprêtait à débarquer dans le champ des délibérations – ce qui était vrai, soit dit en passant – et que s'il n'était pas élu roi, alors ils les laisseraient tous à leur sort.
str_sarranid_rebellion_pretender_story_2|À la mort du sultan Ayzar, il a semblé naturel aux émirs du royaume que je lui succède, évitant ainsi tout risque de guerre civile. Mais ils ont insisté pour que j'épouse un de ses généraux, l'émir Baybak. Les émirs nous ont fait prêter serment d'allégeance ensemble, à Baybak comme Commandant des armées et à moi comme Mère du royaume. Pendant la brève période au cours de laquelle nous avons régné ensemble, notre royaume était prospère.
str_swadian_rebellion_pretender_story_3|Ceux qui nient ma légétimité à être roi de France, sont soit des ignorants, soit ceux qui ont un intérêt à maintenir l'usurpation de mon pouvoir. Et c'est le cas de celui qui se dit maintenant roi de France. Je défendrai mon droit de descendance royale, s'il le faut jusqu'à mon dernier souffle.
str_vaegir_rebellion_pretender_story_3|Je suis le dernier descendant de Llywelyn le Grand dans la lignée masculine. Les Anglais peuvent toujours dire que les Gallois sont un peuple de sauvages qui ont besoin d'être civilisés, mais c'est faux. Le Pays de Galles devrait avoir son propre royaume. Les Anglais ne sont que des envahisseurs, comme les Vikings et les Normands qui ont ravagé nos côtes depuis des siècles. Les Britanniques ont besoin d'un bon roi, et je suis digne de l'être.
str_khergit_rebellion_pretender_story_3|Il me faut user de ces meme felonies a mon tour,mais cette fois ci pour rendre justice.
str_nord_rebellion_pretender_story_3|Alors je reste en exil... À part que maintenant, je ne suis plus à la recherche de sages pour me prendre sous leur aile et m'enseigner la sagesse des contrées lointaines, mais de guerriers, pour revenir avec moi dans le territoire des suisse et m'aider à reprendre mon trône. Si Ragnar doute de ma capacité à régner, alors qu'il me le dise en face, lorsque seuls nos boucliers nous sépareront et que nous pourrons nous regarder droit dans les yeux. Car un guerrier peut très bien être un érudit et vice-versa... Et selon moi, seul celui qui peut combiner les deux mérite d'être roi !
str_rhodok_rebellion_pretender_story_3|Bon, Graveth a battu les français et en cela, en tant que Bourgignon, je lui suis reconnaissant. Une fois que je serai roi, je placerai moi-même la couronne de la victoire sur sa tête. Mais après cela, je la lui détacherai de ses épaules, car par ses actes, il a révélé sa traîtrise envers la confédération de Bourgogne et ses traditions sacrées.
str_sarranid_rebellion_pretender_story_3|Malheureusement, Baybak a été tué lors d'une escarmouche avec les Khergits. Si j'avais appris sa mort à temps, j'aurais pu me préparer à l'éventualité d'une trahison. Mais hélas, ce traître de Hakim, neveu de mon mari, s'est présenté avec ses hommes, encore couvert de la poussière du champ de bataille, et m'a violemment chassée du palais avant de s'autoproclamer sultan. Puisqu'il en est ainsi, je lèverai ma propre armée pour le chasser à mon tour.
str_swadian_rebellion_monarch_response_1|Jean sans peur a l'audace de vouloir revendiquer le trône de France sous prétexte d'un vague lignage royal. Imaginez si tous les descendants de toutes les lignées se mettaient à réclamer la couronne de France !^Heureusement que ce n'est pas le cas, pour le grand bien de la France. Je ne veux pas être cruel envers lui, mais il a déjà bien du mal à régner dans son propre duché de Flandres, alors imaginez si il devait conduire le grand royaume de France que je défends face aux attaques de l'Angleterre. Je pense qu'il est fort mal conseillée.
str_vaegir_rebellion_monarch_response_1|Owain est un personnage très intéressant. Je suppose qu'il ne vous a pas dit que son père, et le père de son père étaient des gentilhommes du royaume d'Angleterre. Bien qu'Owain aime à prétendre qu'il est d'une lignée ininterrompue de nobles du pays de Galles, ses plus proches ancêtres et lui-même, avant de fuir, étaient de respectables nobles anglais. Son discours sur la Grande-Bretagne est une usurpation.
str_khergit_rebellion_monarch_response_1|Cet idiot raconte toutes ces sornettes dans les banquets pour se faire offrir a boire,allez vous m'enuyer longtemp avec cette histoire méprisante ?
str_nord_rebellion_monarch_response_1|Lethwin le 'Puits-de-Science' ? Cela serait plutôt Lethwin le Puit-d'Encre. Peut-être avez-vous entendu cette expression : 'Tristes sont les terres de l'enfant roi'. Eh bien, tristes sont les terres de l'étudiant roi également ! Vous voulez que les suisse soient gouvernés par un jeunot imberbe dont les mains précieuses préservées de toute marques trahissent un cruel manque de pratique dans le maniement de l'épée, sans compter qu'il n'a jamais combattu sous aucun blason ? Croyez-moi, si Lethwin était roi, ses barons lui riraient au nez !
str_rhodok_rebellion_monarch_response_1|Le seigneur Kastor vous a sans doute raconté que j'avais profané les sacrosaintes traditions de Bourgognes en m'interposant lors de l'élection du roi. Eh bien, laissez-moi vous dire une bonne chose... Les patriciens des bourgs font des discours verbeux sur nos libertés antiques, puis choisissent comme roi le dernier noble qui est allé s'asseoir à leur table pour siroter avec eux un bon vin après avoir promis de fermer les yeux sur leurs impôts impayés.
str_sarranid_rebellion_monarch_response_1|Nos érudits s'accordent depuis longtemps sur un principe de base de la politique. Les hommes doivent accepter l'autorité de leur chef, car la tyrannie vaut mieux que la guerre civile. C'est la raison pour laquelle j'ai accepté l'autorité de Baybak et d'Arwa, devant lesquels j'ai prêté serment.
str_swadian_rebellion_monarch_response_2|Peu importe les personnalités qui ont pu être des fils ou des cousins de rois, il est clair que le sang royal continue actuellement et légitimement à couler dans les veines du royaume de France. Même s'il est vrai que mon ancêtre n'était que le propre frère d'un roi, vous devez vous souvenir qu'à une époque la France a été en danger et on ne pouvait pas laisser la couronne de France au roi d'Angleterre et à sa traîtresse de mère. jean sans peur devrait avoir l'intelligence de reconnaître qu'il semerait le chaos dans un pays déjà ensanglanté, il ferait mieux de renoncer à son ambition illégitime.
str_vaegir_rebellion_monarch_response_2|À dire vrai, les Gallois n'ont pas eu de véritable chef de file depuis Llywelyn le Grand. Sa horde d'héritiers bâtards ont déchiré le royaume de leur père, tous avides de pouvoir. Owain la Main Rouge est juste le descendant d'un de ces héritiers de bâtards. Il ne désire qu'une chose, la puissance. Et je plains l'homme qui essayera de l'aider à atteindre ses objectifs, il sera un ennemi de l'Angleterre et de ses habitants.
str_khergit_rebellion_monarch_response_2|Dustum serait un vrai expert dans la répartition des troupeaux ou encore un bon juge pour régler les conflits liés à la propriété. Mais voyez-vous en lui un khan ? Nous nous ferions expulsés de nos propres terres par nos voisins en un rien de temps et nous reviendrions à cette époque reculée où nous mourrions de faim et de froid dans les campagnes.
str_nord_rebellion_monarch_response_2|Le Vieil Hakrim a sans doute une conception un peu particulière sur la manière de disposer de son royaume, mais le sang royal seul ne fait pas un roi des suisse. J'ai été proclamé roi par les barons car j'étais le plus puissant de tous. Cela compte plus que le sang, et malheur à celui qui viendra me dire qu'il en est autrement.
str_rhodok_rebellion_monarch_response_2|La seule liberté qui les concerne est celle s'empiffrer. Pendant ce temps, mes hommes dorment dehors dans les campagnes, mangent du pain sec et du poisson salé. Ils scrutent l'horizon pour repérer les villages en flammes et versent leur sang pour protéger les routes marchandes. J'ai une idée... Si jamais je rencontre un marchand blessé qui boite à cause d'une flèche de Monghole ou d'un coup d'épée d'un francais, alors je me dirais : 'Voilà un homme dont les conseils sont bons à prendre'. 
str_sarranid_rebellion_monarch_response_2|Mais sachez qu'Arwa n'a pas été choisie comme partenaire de Baybak pour sa sagesse et son amour de la justice. Non, elle a été choisie parce que c'était une sorcière capable de transformer les hommes comme Ayzar et Baybak en idiots bégayants. Quoi qu'il en soit, j'ai respecté mon serment et accepté son usurpation jusqu'au moment où elle a été invalidée par la mort de sa marionnette. Désormais, elle doit respecter la mienne.
str_courtship_comment_conventional_generic|est très bien {élevé/élevée}
str_courtship_comment_adventurous_generic|semble tout à fait convenable
str_courtship_comment_otherworldly_generic|est très {poli/polie} et {attentif/attentive}
str_courtship_comment_ambitious_generic|manque de dynamisme, mais il est peut-être possible d'y remédier
str_courtship_comment_moralist_generic|semble être un homme honorable
str_feast_description|maigre
str_feast_description_2|insuffisante
str_feast_description_3|tout juste suffisante
str_feast_description_4|suffisante
str_feast_description_5|copieuse
str_feast_description_6|magnifique
